Date,Open,High,Low,Close,Volume,SMA,EMA,MACD,ADX,SAR,RSI,ROC,CCI,ATR,Bbands_Upper,Bbands_Middle,Bbands_Lower,OBV,MFI
2018-02-09,80.76,83.51,79.02,82.79,8017600,87.96,86.88,-1.65,29.22,88.81,37.40,-7.63,-164.88,2.35,94.20,87.96,81.72,191959500.00,52.75
2018-02-12,83.57,86.36,83.42,85.48,7419200,87.68,86.74,-1.54,30.03,87.83,45.48,-5.01,-65.50,2.44,93.83,87.68,81.52,199378700.00,54.72
2018-02-13,84.88,85.58,83.78,85.35,3366700,87.42,86.61,-1.45,30.77,86.95,45.19,-5.09,-60.91,2.39,93.50,87.42,81.33,196012000.00,48.49
2018-02-14,84.82,87.16,84.55,86.86,3446800,87.21,86.64,-1.24,30.54,79.02,49.40,-3.20,-23.75,2.41,93.08,87.21,81.35,199458800.00,48.43
2018-02-15,87.61,87.75,86.15,87.16,3057400,87.06,86.69,-1.04,30.01,79.18,50.22,-2.18,1.84,2.35,92.77,87.06,81.35,202516200.00,53.68
2018-02-16,86.99,88.00,86.88,87.37,3280700,87.01,86.75,-0.85,29.37,79.52,50.81,-2.63,13.91,2.26,92.68,87.01,81.33,205796900.00,53.47
2018-02-20,87.18,88.20,87.10,87.73,3514700,86.96,86.84,-0.67,28.66,80.03,51.89,-2.81,22.18,2.18,92.58,86.96,81.33,209311600.00,58.96
2018-02-21,87.48,88.90,87.33,88.01,4431500,86.93,86.95,-0.50,27.59,80.68,52.75,0.85,33.99,2.14,92.54,86.93,81.32,213743100.00,59.70
2018-02-22,88.09,88.52,87.60,87.87,4270100,86.85,87.04,-0.36,26.59,81.51,52.27,5.80,34.39,2.05,92.34,86.85,81.35,209473000.00,54.04
2018-02-23,88.26,89.22,88.05,89.18,2440600,86.81,87.25,-0.15,25.23,82.25,56.46,4.91,60.53,2.00,92.22,86.81,81.40,211913600.00,59.73
2018-02-26,89.75,91.78,89.33,91.74,4953100,86.90,87.67,0.22,24.23,83.08,63.28,8.58,118.65,2.04,92.57,86.90,81.22,216866700.00,68.75
2018-02-27,91.76,92.18,89.88,89.88,5167300,86.90,87.88,0.36,23.47,84.30,56.38,12.72,107.57,2.06,92.59,86.90,81.22,211699400.00,70.46
2018-02-28,90.30,90.59,87.94,88.02,4053700,86.85,87.90,0.32,21.87,85.56,50.44,6.31,58.50,2.10,92.47,86.85,81.23,207645700.00,64.08
2018-03-01,88.30,88.73,85.33,85.88,4369800,86.66,87.70,0.11,21.50,92.18,44.64,0.46,-0.17,2.19,92.14,86.66,81.18,203275900.00,65.21
2018-03-02,85.42,86.43,84.13,86.29,3584700,86.46,87.57,-0.02,21.59,92.04,45.94,1.10,-25.71,2.20,91.68,86.46,81.24,206860600.00,56.68
2018-03-05,85.83,87.82,85.48,87.25,2661400,86.46,87.54,-0.05,20.94,91.72,48.91,0.45,15.17,2.21,91.68,86.46,81.24,209522000.00,52.93
2018-03-06,87.55,87.55,85.88,86.72,3221100,86.64,87.46,-0.11,20.34,91.42,47.35,-0.51,6.07,2.17,91.62,86.64,81.66,206300900.00,53.01
2018-03-07,85.94,86.41,85.10,86.33,3594900,86.71,87.35,-0.19,20.10,91.13,46.19,-1.19,-27.35,2.13,91.64,86.71,81.78,202706000.00,46.45
2018-03-08,86.70,87.27,85.83,87.19,3760500,86.84,87.34,-0.18,19.41,90.85,49.15,-0.62,-0.25,2.08,91.67,86.84,82.02,206466500.00,47.14
2018-03-09,88.08,89.46,87.61,89.41,3044300,87.33,87.53,0.01,18.35,90.58,55.91,1.59,74.90,2.10,91.01,87.33,83.64,209510800.00,46.95
2018-03-12,89.44,89.99,87.99,88.16,4020900,87.59,87.59,0.05,17.61,90.32,51.76,0.33,62.10,2.09,90.65,87.59,84.54,205489900.00,39.94
2018-03-13,88.57,88.67,85.82,86.08,4858700,87.62,87.45,-0.08,16.79,90.07,45.66,-3.47,-38.50,2.14,90.60,87.62,84.64,200631200.00,31.46
2018-03-14,86.62,86.81,84.93,85.33,3013800,87.62,87.25,-0.24,16.40,89.99,43.64,-7.00,-106.57,2.12,90.61,87.62,84.64,197617400.00,32.26
2018-03-15,85.80,86.12,84.81,85.20,3213000,87.54,87.05,-0.37,16.09,89.76,43.30,-5.21,-117.89,2.07,90.69,87.54,84.39,194404400.00,27.24
2018-03-16,85.34,87.01,85.09,86.30,5124900,87.50,86.98,-0.38,15.32,89.53,47.20,-1.95,-72.62,2.06,90.69,87.50,84.30,199529300.00,27.10
2018-03-19,86.15,86.18,84.67,85.61,2610400,87.41,86.85,-0.45,14.82,89.32,45.09,-0.32,-94.84,2.03,90.71,87.41,84.11,196918900.00,28.60
2018-03-20,86.07,86.34,85.50,85.71,2501600,87.31,86.74,-0.48,14.25,89.11,45.47,-0.68,-70.28,1.94,90.68,87.31,83.93,199420500.00,34.57
2018-03-21,85.41,86.90,85.21,85.52,2124000,87.18,86.62,-0.52,13.41,88.91,44.84,-1.99,-63.67,1.92,90.63,87.18,83.74,197296500.00,40.68
2018-03-22,84.61,84.81,82.25,82.51,4113900,86.91,86.23,-0.78,13.99,88.72,36.26,-4.85,-170.33,2.02,90.90,86.91,82.93,193182600.00,40.34
2018-03-23,82.88,83.37,81.61,81.64,5100400,86.54,85.80,-1.05,14.77,88.33,34.22,-5.43,-194.75,2.00,90.99,86.54,82.08,188082200.00,33.23
2018-03-26,82.47,83.94,81.96,83.60,2769800,86.13,85.59,-1.09,15.14,87.79,42.12,-4.11,-143.31,2.02,90.06,86.13,82.20,190852000.00,39.00
2018-03-27,83.77,84.61,82.02,82.52,4357300,85.76,85.29,-1.19,15.06,87.30,39.31,-7.70,-141.23,2.06,89.60,85.76,81.93,186494700.00,38.52
2018-03-28,82.83,84.43,82.68,83.23,5509700,85.52,85.10,-1.20,14.99,86.84,42.05,-5.59,-107.87,2.05,89.36,85.52,81.68,192004400.00,40.37
2018-03-29,83.39,85.18,83.30,84.20,4940600,85.44,85.01,-1.12,14.44,86.42,45.64,-2.19,-61.23,2.04,89.32,85.44,81.56,196945000.00,42.25
2018-04-02,84.07,84.44,81.20,82.14,4998400,85.23,84.74,-1.21,14.94,86.04,39.97,-3.73,-118.05,2.13,89.34,85.23,81.12,191946600.00,41.75
2018-04-03,82.64,83.88,82.30,83.71,2864500,85.05,84.64,-1.14,15.40,85.55,45.53,-1.75,-77.13,2.10,89.11,85.05,81.00,194811100.00,48.79
2018-04-04,82.33,84.78,82.21,84.47,4619200,84.94,84.62,-1.01,15.22,85.12,48.03,-2.12,-49.57,2.13,88.93,84.94,80.96,199430300.00,55.83
2018-04-05,85.35,86.12,84.99,85.35,2482300,84.89,84.69,-0.83,14.25,81.20,50.85,-0.30,20.02,2.10,88.84,84.89,80.95,201912600.00,61.27
2018-04-06,84.48,84.99,82.28,83.27,2968900,84.70,84.56,-0.84,14.60,81.30,44.69,-2.84,-55.64,2.17,88.55,84.70,80.84,198943700.00,53.84
2018-04-09,83.99,85.38,83.32,83.48,3109700,84.40,84.46,-0.83,14.70,81.40,45.40,-2.38,-25.67,2.17,87.62,84.40,81.18,202053400.00,59.33
2018-04-10,84.63,84.89,83.83,84.26,4584000,84.21,84.44,-0.74,14.80,81.49,48.11,2.12,-3.18,2.11,86.93,84.21,81.49,206637400.00,60.86
2018-04-11,83.30,84.09,82.77,82.99,4064900,84.05,84.30,-0.77,15.36,81.58,44.26,1.65,-57.75,2.07,86.68,84.05,81.43,202572500.00,54.98
2018-04-12,83.83,85.11,83.41,84.58,3137300,84.01,84.33,-0.66,15.22,81.67,49.68,1.17,15.41,2.07,86.59,84.01,81.44,205709800.00,61.61
2018-04-13,85.28,85.44,83.84,84.29,2510300,83.97,84.32,-0.58,14.88,81.76,48.74,2.14,30.32,2.04,86.49,83.97,81.45,203199500.00,69.27
2018-04-16,84.97,85.35,84.36,84.80,2811500,83.89,84.37,-0.48,14.56,81.85,50.53,1.89,61.62,1.97,86.21,83.89,81.58,206011000.00,69.33
2018-04-17,85.13,85.71,84.80,85.04,2651700,83.87,84.43,-0.37,14.02,81.94,51.36,1.00,90.66,1.89,86.11,83.87,81.62,208662700.00,76.77
2018-04-18,85.20,86.29,85.17,86.21,4981400,83.89,84.60,-0.19,13.13,82.02,55.36,4.95,145.08,1.85,86.23,83.89,81.55,213644100.00,76.60
2018-04-19,90.02,93.28,89.74,92.75,11716900,84.25,85.38,0.48,14.99,82.19,70.16,10.80,423.45,2.22,88.74,84.25,79.77,225361000.00,79.74
2018-04-20,92.60,93.02,90.94,91.32,5614700,84.69,85.94,0.88,16.73,82.86,65.07,8.11,281.81,2.21,90.05,84.69,79.34,219746300.00,78.11
2018-04-23,91.31,91.65,90.52,91.16,3183300,85.17,86.44,1.17,18.07,83.48,64.50,6.80,195.27,2.13,91.02,85.17,79.31,216563000.00,72.63
2018-04-24,91.68,92.15,90.22,91.00,5048900,85.54,86.87,1.38,19.47,84.07,63.93,9.28,154.67,2.12,91.87,85.54,79.21,211514100.00,73.02
2018-04-25,90.60,90.87,88.70,89.50,5129200,85.89,87.12,1.40,19.79,84.62,58.47,7.21,96.62,2.13,92.28,85.89,79.49,206384900.00,65.75
2018-04-26,89.56,91.06,89.30,90.81,3021100,86.27,87.48,1.51,20.16,85.14,61.56,7.77,96.80,2.11,92.88,86.27,79.65,209406000.00,70.47
2018-04-27,90.59,90.87,89.63,90.25,2017000,86.57,87.74,1.53,20.51,85.63,59.52,8.74,81.05,2.04,93.33,86.57,79.81,207389000.00,66.63
2018-04-30,90.60,90.94,89.45,89.47,2567000,86.94,87.90,1.47,20.70,86.09,56.71,5.78,65.47,2.00,93.49,86.94,80.38,204822000.00,61.19
2018-05-01,89.53,89.53,88.15,89.32,2915200,87.22,88.04,1.39,19.99,86.52,56.15,5.97,39.19,1.96,93.67,87.22,80.76,201906800.00,62.13
2018-05-02,88.85,90.03,88.38,88.46,3542000,87.42,88.08,1.24,19.59,86.93,52.98,4.31,33.52,1.94,93.76,87.42,81.07,198364800.00,56.40
2018-05-03,88.04,88.17,86.53,88.01,3572300,87.55,88.07,1.08,18.28,93.28,51.37,3.49,-0.29,1.94,93.83,87.55,81.27,194792500.00,51.30
2018-05-04,87.30,89.65,87.02,89.11,2363200,87.84,88.17,1.03,17.65,93.15,55.01,3.36,18.90,1.99,93.84,87.84,81.84,197155700.00,51.03
2018-05-07,89.27,89.69,89.05,89.32,2152100,88.13,88.28,0.99,17.07,93.02,55.68,-3.70,33.48,1.89,93.81,88.13,82.45,199307800.00,50.71
2018-05-08,89.50,90.94,89.14,90.37,3199100,88.44,88.48,1.03,17.15,92.89,59.04,-1.04,50.60,1.88,93.90,88.44,82.97,202506900.00,49.36
2018-05-09,90.80,91.48,90.14,91.06,2694300,88.84,88.72,1.11,17.46,92.76,61.11,-0.11,68.94,1.84,93.81,88.84,83.87,205201200.00,39.40
2018-05-10,91.25,92.30,90.80,91.85,2847600,89.20,89.02,1.22,18.10,92.64,63.43,0.94,90.13,1.82,93.93,89.20,84.48,208048800.00,48.48
2018-05-11,91.95,93.03,91.75,91.89,2522100,89.58,89.30,1.30,19.01,86.53,63.53,2.67,106.99,1.78,93.87,89.58,85.30,210570900.00,55.12
2018-05-14,92.13,92.55,91.61,91.77,2234800,89.93,89.53,1.34,19.73,86.66,62.89,1.06,94.21,1.72,93.71,89.93,86.16,208336100.00,46.40
2018-05-15,91.35,91.72,90.58,91.27,3442300,90.24,89.70,1.31,19.62,86.79,60.14,1.13,53.72,1.68,93.32,90.24,87.17,204893800.00,48.32
2018-05-16,90.86,91.73,90.81,91.14,2135200,90.49,89.83,1.26,19.51,86.92,59.38,1.86,48.85,1.63,92.96,90.49,88.02,202758600.00,47.15
2018-05-17,91.19,92.09,90.87,91.71,2876100,90.44,90.01,1.26,19.62,87.04,61.58,2.68,72.18,1.60,92.75,90.44,88.12,205634700.00,53.53
2018-05-18,91.45,91.81,91.02,91.50,2927600,90.45,90.15,1.22,19.71,87.16,60.29,3.44,66.86,1.54,92.78,90.45,88.12,202707100.00,52.98
2018-05-21,92.03,92.76,91.83,92.45,2084000,90.51,90.37,1.25,20.32,87.28,64.00,5.04,114.70,1.52,92.98,90.51,88.04,204791100.00,59.50
2018-05-22,92.70,93.54,92.49,93.05,2910700,90.61,90.63,1.31,21.28,87.39,66.13,4.42,138.47,1.49,93.32,90.61,87.91,207701800.00,68.11
2018-05-23,92.25,92.64,91.43,92.35,2553900,90.76,90.79,1.29,21.21,87.64,61.54,3.40,80.11,1.50,93.51,90.76,88.00,205147900.00,69.68
2018-05-24,92.13,92.70,91.26,92.42,2230000,90.84,90.95,1.26,21.00,87.87,61.84,2.28,72.13,1.49,93.69,90.84,87.99,207377900.00,63.55
2018-05-25,91.83,92.09,91.03,91.60,1850800,90.91,91.01,1.16,20.61,88.10,56.51,0.60,39.13,1.49,93.76,90.91,88.05,205527100.00,58.23
2018-05-29,90.46,90.46,87.87,88.54,4377800,90.86,90.77,0.83,20.20,93.54,42.01,-3.61,-94.51,1.65,93.83,90.86,87.89,201149300.00,48.16
2018-05-30,89.56,90.08,88.75,89.69,3076800,90.88,90.67,0.64,19.82,93.42,47.46,-2.40,-69.23,1.64,93.82,90.88,87.94,204226100.00,48.61
2018-05-31,89.41,90.02,88.61,89.06,2780300,90.91,90.52,0.44,19.55,93.31,44.99,-2.95,-85.62,1.62,93.76,90.91,88.06,201445800.00,41.26
2018-06-01,90.00,90.25,88.99,89.02,2711200,90.96,90.37,0.28,19.11,93.20,44.81,-2.47,-88.82,1.60,93.63,90.96,88.28,198734600.00,41.43
2018-06-04,89.52,90.16,89.37,90.10,2417400,91.01,90.35,0.23,18.70,93.10,50.04,-1.13,-70.39,1.57,93.58,91.01,88.44,201152000.00,47.52
2018-06-05,89.81,90.07,89.18,89.98,1811500,91.04,90.31,0.18,18.45,92.99,49.45,-1.89,-82.02,1.52,93.54,91.04,88.54,199340500.00,49.68
2018-06-06,90.60,91.51,90.21,91.48,2872700,91.10,90.42,0.26,17.28,92.89,56.06,-0.02,0.66,1.52,93.58,91.10,88.61,202213200.00,50.66
2018-06-07,91.91,92.77,91.41,91.94,4245700,91.14,90.57,0.36,17.05,92.79,57.88,-0.55,61.59,1.51,93.65,91.14,88.63,206458900.00,52.45
2018-06-08,91.77,91.78,90.23,91.51,3580500,91.12,90.66,0.40,15.94,92.77,55.55,-1.66,5.54,1.52,93.62,91.12,88.63,202878400.00,51.59
2018-06-11,91.67,92.12,91.32,91.69,3453000,91.11,90.76,0.44,15.14,92.77,56.34,-0.72,44.30,1.47,93.60,91.11,88.63,206331400.00,53.21
2018-06-12,91.96,91.96,90.82,91.26,2426100,91.09,90.81,0.43,14.09,92.67,53.91,-1.25,22.11,1.45,93.56,91.09,88.62,203905300.00,46.53
2018-06-13,91.39,91.40,90.57,90.62,3183800,91.06,90.79,0.36,13.31,92.57,50.38,-1.07,-10.89,1.40,93.53,91.06,88.58,200721500.00,45.85
2018-06-14,91.07,91.60,90.16,90.39,3285500,91.02,90.75,0.29,12.89,92.48,49.12,2.09,-19.25,1.41,93.51,91.02,88.53,197436000.00,44.74
2018-06-15,89.90,89.94,88.17,89.26,6741200,90.90,90.61,0.14,13.75,92.39,43.50,-0.47,-111.97,1.46,93.48,90.90,88.31,190694800.00,40.19
2018-06-18,88.65,89.29,88.17,89.22,3621300,90.78,90.48,0.02,14.54,92.30,43.28,0.17,-109.99,1.44,93.45,90.78,88.12,187073500.00,40.84
2018-06-19,88.01,88.73,87.54,88.01,3119600,90.56,90.24,-0.17,15.62,92.21,37.91,-1.13,-136.11,1.46,93.37,90.56,87.75,183953900.00,34.24
2018-06-20,88.52,88.69,87.30,87.36,4495300,90.28,89.97,-0.37,16.75,92.02,35.35,-3.05,-137.24,1.45,93.17,90.28,87.38,179458600.00,33.08
2018-06-21,87.12,87.85,86.76,87.55,3350700,90.04,89.74,-0.51,18.09,91.74,36.70,-2.70,-142.96,1.43,93.00,90.04,87.07,182809300.00,27.15
2018-06-22,88.20,88.75,87.95,88.09,7235400,89.82,89.58,-0.57,18.41,91.34,40.49,-3.70,-88.69,1.41,92.68,89.82,86.96,190044700.00,33.56
2018-06-25,87.93,90.69,86.66,89.28,7996700,89.70,89.55,-0.51,17.11,90.97,47.85,-2.90,-49.09,1.60,92.45,89.70,86.95,198041400.00,43.43
2018-06-26,90.15,90.45,88.85,88.98,5166100,89.72,89.50,-0.49,15.91,90.69,46.30,-2.76,-18.14,1.60,92.44,89.72,87.01,192875300.00,45.47
2018-06-27,89.18,90.07,87.82,87.85,3693700,89.63,89.34,-0.55,15.51,90.69,40.89,-4.19,-64.36,1.64,92.47,89.63,86.79,189181600.00,38.86
2018-06-28,87.89,88.29,87.50,87.86,3142300,89.57,89.20,-0.60,15.35,90.45,40.95,-3.73,-96.07,1.58,92.51,89.57,86.64,192323900.00,39.22
2018-06-29,88.91,90.13,88.47,88.79,4698500,89.56,89.16,-0.55,14.66,86.66,46.87,-2.02,-25.63,1.63,92.51,89.56,86.62,197022400.00,40.35
2018-07-02,88.25,89.73,88.03,89.70,3148700,89.54,89.21,-0.44,13.71,86.73,51.92,-0.76,-22.46,1.64,92.48,89.54,86.61,200171100.00,44.95
2018-07-03,89.98,89.98,88.54,88.65,2041200,89.47,89.16,-0.42,12.99,86.80,46.41,-0.69,-25.91,1.62,92.43,89.47,86.52,198129900.00,45.83
2018-07-05,89.43,89.68,88.77,89.59,2385500,89.38,89.20,-0.34,12.32,86.87,51.41,0.42,-5.56,1.58,92.19,89.38,86.57,200515400.00,50.50
2018-07-06,89.53,90.05,89.29,89.58,1996600,89.26,89.24,-0.26,11.98,86.93,51.36,1.78,21.95,1.52,91.82,89.26,86.71,198518800.00,58.38
2018-07-09,90.26,90.94,90.09,90.85,4991700,89.23,89.39,-0.10,12.29,87.00,57.49,3.99,95.18,1.51,91.68,89.23,86.78,203510500.00,65.76
2018-07-10,90.85,91.36,90.54,90.85,4675500,89.19,89.53,0.03,12.85,87.15,57.49,3.77,125.03,1.46,91.49,89.19,86.88,203510500.00,71.97
2018-07-11,90.62,91.66,90.62,91.20,3469600,89.18,89.69,0.15,13.57,87.40,59.17,3.53,146.15,1.43,91.48,89.18,86.89,206980100.00,79.17
2018-07-12,91.86,92.14,91.47,91.97,3688800,89.25,89.90,0.31,14.55,87.74,62.63,3.02,183.45,1.40,91.78,89.25,86.72,210668900.00,84.96
2018-07-13,91.91,91.97,90.58,91.38,3456500,89.30,90.05,0.39,14.55,88.18,58.55,2.70,136.82,1.40,91.95,89.30,86.65,207212400.00,77.53
2018-07-16,91.47,91.73,90.99,91.56,3264800,89.42,90.19,0.46,14.54,88.58,59.38,4.22,121.92,1.35,92.24,89.42,86.59,210477200.00,75.46
2018-07-17,91.64,92.26,91.52,91.97,3092200,89.55,90.36,0.54,14.93,88.94,61.40,4.69,127.88,1.30,92.59,89.55,86.52,213569400.00,74.45
2018-07-18,92.34,93.72,92.22,93.64,5923800,89.83,90.67,0.73,16.22,89.33,68.19,5.46,163.63,1.34,93.26,89.83,86.41,219493200.00,82.93
2018-07-19,91.11,92.17,90.27,91.08,7171100,90.02,90.71,0.66,15.62,89.95,52.83,1.55,57.58,1.48,93.29,90.02,86.75,212322100.00,76.55
2018-07-20,91.05,92.11,90.91,91.06,3325500,90.20,90.74,0.61,15.08,90.27,52.73,2.73,59.75,1.46,93.29,90.20,87.10,208996600.00,75.99
2018-07-23,91.06,92.20,90.94,92.04,2617900,90.39,90.87,0.63,14.63,90.27,57.01,2.73,71.90,1.45,93.43,90.39,87.36,211614500.00,75.79
2018-07-24,92.26,92.83,91.99,92.48,3155100,90.55,91.02,0.68,14.68,90.76,58.84,3.24,101.18,1.40,93.67,90.55,87.43,214769600.00,80.07
2018-07-25,92.05,93.46,91.91,93.32,2549400,90.77,91.24,0.78,15.14,90.94,62.11,2.72,114.97,1.41,94.02,90.77,87.52,217319000.00,80.17
2018-07-26,93.51,93.79,93.07,93.20,2744000,91.04,91.43,0.83,15.78,91.33,61.37,2.59,131.24,1.36,94.16,91.04,87.91,214575000.00,80.48
2018-07-27,93.54,94.78,93.36,94.43,3815800,91.37,91.71,0.97,16.98,91.72,65.92,3.54,168.74,1.38,94.47,91.37,88.27,218390800.00,80.10
2018-07-30,93.41,93.76,91.25,91.70,4423000,91.51,91.71,0.84,16.19,94.78,51.42,-0.30,48.65,1.51,94.38,91.51,88.64,213967800.00,71.63
2018-07-31,91.88,92.02,90.42,90.49,4330400,91.55,91.60,0.64,15.20,94.78,46.53,-0.98,-37.75,1.51,94.34,91.55,88.76,209637400.00,64.09
2018-08-01,90.84,91.77,90.17,90.43,3315400,91.64,91.48,0.47,14.45,94.61,46.29,-1.23,-60.75,1.52,94.15,91.64,89.13,206322000.00,57.66
2018-08-02,89.93,90.86,89.72,90.68,2481800,91.70,91.41,0.35,14.07,94.34,47.50,-1.40,-96.64,1.49,94.07,91.70,89.32,208803800.00,58.76
2018-08-03,90.89,91.75,90.66,91.65,1830400,91.80,91.43,0.33,13.10,93.97,51.92,-2.13,-34.91,1.47,93.97,91.80,89.63,210634200.00,57.60
2018-08-06,91.63,92.13,91.29,91.76,2004600,91.85,91.46,0.32,12.48,93.63,52.45,0.75,-8.23,1.42,93.97,91.85,89.72,212638800.00,56.67
2018-08-07,92.28,93.43,92.17,92.72,1852800,91.94,91.58,0.38,12.77,89.72,56.60,1.82,74.65,1.44,94.04,91.94,89.84,214491600.00,52.74
2018-08-08,92.75,93.61,92.57,93.46,2228900,92.05,91.76,0.49,13.15,89.79,59.54,1.54,97.83,1.41,94.23,92.05,89.88,216720500.00,64.57
2018-08-09,93.15,93.95,93.00,93.65,2435500,92.14,91.94,0.58,13.71,89.95,60.29,1.26,107.01,1.38,94.42,92.14,89.85,219156000.00,63.83
2018-08-10,92.83,92.93,91.99,92.36,2473800,92.18,91.98,0.54,13.33,90.19,53.16,-1.02,20.89,1.40,94.44,92.18,89.93,216682200.00,57.47
2018-08-13,92.27,93.02,92.20,92.57,3389200,92.24,92.04,0.52,13.05,90.41,54.11,-0.67,30.12,1.35,94.48,92.24,89.99,220071400.00,57.73
2018-08-14,92.68,93.29,92.59,92.91,2327100,92.28,92.12,0.53,12.99,90.62,55.68,-1.61,51.49,1.31,94.54,92.28,90.02,222398500.00,57.49
2018-08-15,92.36,92.68,91.69,92.30,2219600,92.22,92.14,0.48,12.13,90.82,52.21,0.65,0.67,1.30,94.39,92.22,90.04,220178900.00,51.21
2018-08-16,92.66,93.78,92.63,93.34,2290400,92.33,92.25,0.52,12.15,91.01,57.10,3.15,76.72,1.32,94.49,92.33,90.17,222469300.00,49.16
2018-08-17,93.32,93.94,92.80,93.68,1950800,92.46,92.39,0.57,12.28,91.19,58.62,3.60,87.76,1.30,94.61,92.46,90.30,224420100.00,58.21
2018-08-20,93.67,94.54,93.59,94.41,2267900,92.58,92.58,0.66,12.82,91.35,61.70,4.11,130.19,1.28,94.88,92.58,90.27,226688000.00,68.64
2018-08-21,94.49,95.70,94.35,95.30,3218400,92.72,92.84,0.80,14.03,91.61,65.12,3.99,172.67,1.28,95.31,92.72,90.13,229906400.00,78.52
2018-08-22,95.38,96.62,95.03,96.23,2761300,92.86,93.16,0.97,15.62,92.02,68.30,4.87,192.11,1.30,95.87,92.86,89.86,232667700.00,86.03
2018-08-23,95.97,96.40,95.62,95.81,1866800,92.99,93.41,1.06,17.10,92.57,65.41,3.33,163.21,1.27,96.26,92.99,89.73,230800900.00,80.34
2018-08-24,96.30,96.69,95.88,96.17,1844000,93.08,93.68,1.14,18.63,93.06,66.70,2.90,159.35,1.24,96.58,93.08,89.58,232644900.00,80.29
2018-08-27,97.10,97.59,96.64,97.34,1972000,93.36,94.03,1.29,20.50,93.56,70.59,3.94,170.89,1.25,97.26,93.36,89.47,234616900.00,80.42
2018-08-28,97.35,97.68,97.00,97.55,2275000,93.72,94.36,1.41,22.27,94.21,71.24,5.61,151.70,1.21,97.78,93.72,89.65,236891900.00,80.51
2018-08-29,97.33,97.57,96.28,97.03,1896200,94.05,94.62,1.45,23.04,94.83,67.29,4.81,115.30,1.22,98.06,94.05,90.03,234995700.00,74.29
2018-08-30,96.93,96.99,96.36,96.59,1868300,94.34,94.80,1.42,23.75,95.35,64.07,3.96,91.47,1.18,98.19,94.34,90.49,233127400.00,75.47
2018-08-31,95.95,96.75,95.75,96.37,2115500,94.58,94.95,1.37,23.69,97.68,62.40,4.40,68.98,1.17,98.31,94.58,90.84,231011900.00,67.62
2018-09-04,96.70,97.54,96.00,97.30,2941800,94.85,95.18,1.39,24.16,97.65,66.31,4.25,85.28,1.19,98.53,94.85,91.17,233953700.00,68.36
2018-09-05,97.29,97.52,95.37,96.09,5511800,95.02,95.26,1.29,23.87,97.61,57.93,2.57,55.32,1.26,98.60,95.02,91.44,228441900.00,61.67
2018-09-06,95.93,96.27,95.07,95.84,3623900,95.14,95.32,1.18,23.29,97.54,56.32,1.51,27.36,1.26,98.66,95.14,91.62,224818000.00,53.14
2018-09-07,96.06,96.70,95.79,96.46,2498400,95.28,95.43,1.12,23.08,97.52,59.28,1.21,47.80,1.23,98.78,95.28,91.79,227316400.00,53.92
2018-09-10,96.89,98.02,96.89,97.56,3337000,95.54,95.63,1.16,23.76,95.07,63.97,1.38,93.57,1.26,98.90,95.54,92.18,230653400.00,55.33
2018-09-11,97.03,98.63,96.81,98.48,2795800,95.84,95.90,1.25,24.74,95.12,67.38,2.79,113.27,1.30,99.14,95.84,92.53,233449200.00,54.93
2018-09-12,98.48,98.83,97.89,98.09,4103100,96.10,96.11,1.27,25.75,95.26,64.60,2.00,125.27,1.27,99.25,96.10,92.94,229346100.00,56.60
2018-09-13,98.38,99.28,98.14,98.80,3429600,96.42,96.37,1.33,26.95,95.48,67.24,1.50,150.24,1.26,99.27,96.42,93.58,232775700.00,62.96
2018-09-14,98.97,100.03,98.97,99.62,2999800,96.74,96.68,1.43,28.43,95.78,70.01,2.13,179.08,1.26,99.54,96.74,93.93,235775500.00,64.07
2018-09-17,100.21,100.24,99.06,99.29,2383100,97.02,96.93,1.46,29.90,96.21,67.55,2.33,162.02,1.26,99.66,97.02,94.37,233392400.00,58.65
2018-09-18,99.51,99.90,99.08,99.69,2173200,97.28,97.19,1.50,31.27,96.69,68.98,3.21,144.52,1.23,99.88,97.28,94.68,235565600.00,58.59
2018-09-19,100.02,100.44,99.78,100.11,2365700,97.52,97.47,1.55,32.81,97.12,70.46,3.89,153.01,1.19,100.24,97.52,94.81,237931300.00,63.59
2018-09-20,100.79,101.63,100.61,101.03,2844800,97.76,97.81,1.65,34.75,97.58,73.44,3.83,171.86,1.21,100.81,97.76,94.72,240776100.00,68.79
2018-09-21,101.19,101.39,100.71,100.84,5662900,98.01,98.10,1.69,36.54,98.23,71.82,4.94,142.60,1.18,101.20,98.01,94.83,235113200.00,63.27
2018-09-24,100.69,100.78,99.43,99.88,1871600,98.20,98.27,1.62,36.41,98.77,64.18,4.22,86.58,1.19,101.37,98.20,95.03,233241600.00,58.31
2018-09-25,100.24,100.24,99.46,99.90,1910600,98.33,98.42,1.55,36.29,99.23,64.26,3.57,70.81,1.16,101.55,98.33,95.10,235152200.00,63.08
2018-09-26,100.09,100.12,98.02,98.21,2944200,98.36,98.40,1.35,34.54,101.63,52.76,0.67,19.35,1.23,101.56,98.36,95.16,232208000.00,63.94
2018-09-27,98.21,98.52,97.60,98.07,2121700,98.41,98.37,1.16,32.51,101.56,51.90,-0.42,-16.62,1.21,101.56,98.41,95.26,230086300.00,58.54
2018-09-28,97.54,98.08,96.64,96.83,3931500,98.42,98.22,0.90,30.60,101.40,45.15,-1.29,-60.62,1.23,101.55,98.42,95.30,226154800.00,49.84
