Date,Open,High,Low,Close,Volume,SMA,EMA,MACD,ADX,SAR,RSI,ROC,CCI,ATR,Bbands_Upper,Bbands_Middle,Bbands_Lower,OBV,MFI
2020-12-17,112.54,112.79,111.65,112.14,3746700,113.05,111.68,2.43,20.13,115.36,54.70,-0.79,-24.00,3.01,118.89,113.05,107.21,162209400.00,42.94
2020-12-18,111.77,112.49,109.94,110.75,8394100,113.21,111.59,2.08,19.53,114.71,51.17,-3.94,-71.04,2.98,118.60,113.21,107.82,153815300.00,39.48
2020-12-21,109.11,111.21,107.18,109.71,4528300,113.39,111.42,1.70,19.80,114.13,48.63,-5.45,-142.98,3.06,118.01,113.39,108.78,149287000.00,32.90
2020-12-22,109.51,109.57,107.80,107.96,3632300,113.32,111.09,1.24,20.05,113.30,44.61,-8.39,-173.97,2.97,118.22,113.32,108.42,145654700.00,27.27
2020-12-23,109.12,111.39,109.12,110.22,2725200,113.16,111.00,1.05,19.48,112.56,50.32,-5.64,-98.25,3.01,118.24,113.16,108.08,148379900.00,25.08
2020-12-24,110.20,110.68,109.16,110.60,707000,113.00,110.97,0.91,18.95,111.92,51.22,-5.00,-90.65,2.90,118.20,113.00,107.81,149086900.00,17.40
2020-12-28,111.26,112.48,110.84,111.55,1878700,112.90,111.02,0.88,17.70,107.18,53.52,-2.74,-39.95,2.83,118.12,112.90,107.68,150965600.00,21.91
2020-12-29,112.38,112.48,111.21,111.34,1860400,112.88,111.05,0.82,16.54,107.28,52.93,-3.04,-36.26,2.72,118.12,112.88,107.63,149105200.00,26.51
2020-12-30,111.45,113.05,111.35,112.56,1954200,112.85,111.20,0.86,15.50,107.49,55.97,-0.67,-14.27,2.65,118.10,112.85,107.61,151059400.00,31.60
2020-12-31,112.82,114.10,112.31,113.95,1747800,112.79,111.46,1.00,14.96,107.83,59.22,3.02,23.54,2.58,117.94,112.79,107.64,152807200.00,36.15
2021-01-04,114.32,114.79,110.13,111.25,3472100,112.55,111.44,0.88,14.27,108.33,51.31,-0.89,-16.90,2.73,117.52,112.55,107.58,149335100.00,35.76
2021-01-05,111.46,112.42,110.36,111.84,2112700,112.25,111.48,0.82,13.62,108.97,52.80,-0.28,-29.51,2.68,116.58,112.25,107.91,151447800.00,38.38
2021-01-06,114.04,117.55,113.86,115.98,5861500,112.21,111.91,1.10,14.16,109.56,61.62,3.43,161.14,2.90,116.38,112.21,108.03,157309300.00,50.40
2021-01-07,117.37,118.88,110.99,115.06,8696600,112.14,112.21,1.23,13.53,110.36,58.99,3.89,134.26,3.26,116.07,112.14,108.20,148612700.00,38.81
2021-01-08,115.45,115.57,113.04,115.18,2934500,112.16,112.49,1.32,12.94,110.99,59.22,4.98,120.69,3.21,116.17,112.16,108.16,151547200.00,31.97
2021-01-11,113.89,114.83,112.92,114.50,3311000,112.15,112.68,1.33,12.35,110.99,57.13,6.05,96.86,3.14,116.11,112.15,108.18,148236200.00,35.44
2021-01-12,115.39,115.69,114.17,115.03,2671300,112.23,112.90,1.36,12.11,112.09,58.36,4.36,124.25,3.02,116.36,112.23,108.10,150907500.00,43.02
2021-01-13,115.01,117.17,114.59,115.76,3678300,112.49,113.18,1.43,12.41,112.92,60.08,4.67,135.48,2.99,116.82,112.49,108.16,154585800.00,51.32
2021-01-14,116.00,117.75,115.47,117.07,3404700,112.73,113.55,1.57,12.88,113.75,62.99,4.95,142.60,2.94,117.50,112.73,107.97,157990500.00,52.26
2021-01-15,115.84,116.20,115.11,115.53,3948200,112.90,113.74,1.54,13.14,114.47,57.64,3.76,90.04,2.87,117.81,112.90,107.99,154042300.00,48.62
2021-01-19,118.69,121.12,117.50,119.88,5818500,113.29,114.32,1.85,14.80,115.09,66.33,6.50,178.25,3.06,119.04,113.29,107.53,159860800.00,52.83
2021-01-20,120.29,122.52,120.18,121.95,4090200,113.85,115.05,2.23,16.64,115.11,69.53,7.02,197.49,3.03,120.60,113.85,107.10,163951000.00,55.03
2021-01-21,121.33,121.90,119.26,120.52,3654900,114.39,115.57,2.39,17.90,116.44,64.94,8.33,153.30,3.01,121.45,114.39,107.32,160296100.00,49.72
2021-01-22,118.92,120.17,118.11,119.30,2954800,114.95,115.92,2.40,18.51,117.54,61.23,6.67,109.87,2.97,121.68,114.95,108.23,157341300.00,45.55
2021-01-25,117.50,118.22,113.80,114.58,6156700,115.17,115.80,1.99,17.35,122.52,49.44,-1.21,12.05,3.15,121.54,115.17,108.80,151184600.00,43.43
2021-01-26,112.31,113.77,109.45,109.85,8932500,115.13,115.23,1.28,17.20,122.34,40.94,-4.53,-113.48,3.29,121.62,115.13,108.65,142252100.00,39.15
2021-01-27,108.63,110.47,106.02,107.90,5816900,114.95,114.53,0.55,17.82,121.83,38.04,-6.31,-176.80,3.37,122.01,114.95,107.90,136435200.00,30.49
2021-01-28,111.06,113.85,110.28,112.52,5788500,115.01,114.34,0.34,17.33,120.88,47.53,-1.73,-72.43,3.56,121.96,115.01,108.06,142223700.00,40.90
2021-01-29,111.36,111.97,109.53,109.96,5059300,114.88,113.92,-0.03,17.05,119.99,43.54,-4.41,-111.06,3.52,122.10,114.88,107.66,137164400.00,39.69
2021-02-01,111.32,112.82,110.66,110.68,3359800,114.72,113.61,-0.27,16.53,119.15,44.95,-4.39,-82.21,3.47,122.16,114.72,107.27,140524200.00,44.70
2021-02-02,111.88,115.78,111.87,114.16,4036700,114.86,113.67,-0.17,15.51,118.36,51.22,-2.49,-23.83,3.59,122.14,114.86,107.58,144560900.00,45.81
2021-02-03,113.57,114.42,113.08,113.91,2782500,114.97,113.69,-0.11,14.56,117.62,50.78,-1.40,-31.39,3.43,122.13,114.97,107.80,141778400.00,40.82
2021-02-04,114.43,118.61,114.25,118.13,3915900,115.07,114.11,0.27,14.74,106.02,57.54,-1.46,49.65,3.52,122.36,115.07,107.79,145694300.00,41.29
2021-02-05,119.75,120.44,118.82,119.43,3184200,115.29,114.62,0.67,15.30,106.27,59.39,-2.06,100.92,3.43,122.82,115.29,107.76,148878500.00,46.77
2021-02-08,119.99,121.44,119.88,121.05,3360900,115.59,115.23,1.11,16.03,106.84,61.63,0.44,113.85,3.33,123.52,115.59,107.65,152239400.00,44.64
2021-02-09,120.73,120.74,119.36,119.81,2175000,115.85,115.67,1.34,16.52,107.72,58.95,0.43,85.32,3.21,123.98,115.85,107.73,150064400.00,39.04
2021-02-10,120.71,121.72,119.96,121.28,2929100,116.16,116.20,1.62,17.20,108.54,61.11,5.84,94.17,3.12,124.61,116.16,107.72,152993500.00,44.66
2021-02-11,120.54,122.12,120.10,121.35,3733000,116.44,116.69,1.83,17.92,109.59,61.22,10.47,87.57,3.04,125.18,116.44,107.70,156726500.00,50.48
2021-02-12,121.24,123.39,121.06,122.59,2873300,116.72,117.25,2.07,18.88,110.85,63.11,13.61,97.05,2.99,125.86,116.72,107.58,159599800.00,58.50
2021-02-16,121.92,123.81,121.30,123.59,2730600,117.12,117.86,2.31,19.87,112.35,64.62,9.84,95.64,2.96,126.72,117.12,107.53,162330400.00,70.52
2021-02-17,123.03,124.05,121.48,121.59,3088800,117.21,118.21,2.32,20.84,113.96,59.40,10.58,81.92,2.93,126.93,117.21,107.48,159241600.00,73.60
2021-02-18,120.58,121.84,119.24,121.52,2269700,117.19,118.53,2.29,20.73,115.57,59.23,9.79,58.90,2.90,126.87,117.19,107.50,156971900.00,66.64
2021-02-19,122.47,126.13,122.47,124.57,3419500,117.39,119.10,2.49,21.67,116.93,64.30,9.12,107.98,3.03,127.50,117.39,107.28,160391400.00,76.48
2021-02-22,124.38,129.07,124.25,128.58,3923100,117.85,120.01,2.93,23.10,118.58,69.65,12.88,135.26,3.15,129.07,117.85,106.64,164314500.00,77.03
2021-02-23,129.07,130.81,127.00,129.52,4814400,118.60,120.91,3.32,24.72,120.68,70.75,9.64,141.81,3.20,130.79,118.60,106.41,169128900.00,77.70
2021-02-24,129.76,133.31,129.39,132.31,4099500,119.72,122.00,3.81,26.59,122.71,73.80,10.78,163.00,3.25,132.60,119.72,106.85,173228400.00,84.08
2021-02-25,133.00,133.01,128.98,129.65,3607500,120.81,122.73,3.94,28.15,124.83,66.66,7.10,141.18,3.31,133.17,120.81,108.45,169620900.00,75.93
2021-02-26,129.67,130.75,126.54,127.93,3654800,121.58,123.22,3.86,28.56,126.52,62.45,6.77,100.84,3.37,133.70,121.58,109.46,165966100.00,68.26
2021-03-01,130.69,132.19,130.63,131.19,2972100,122.64,123.98,4.01,29.22,126.54,66.74,8.17,128.99,3.44,134.21,122.64,111.08,168938200.00,68.17
2021-03-02,130.74,132.59,130.59,131.70,2929100,123.69,124.72,4.13,29.91,126.54,67.37,8.53,116.85,3.33,134.52,123.69,112.87,171867300.00,73.23
2021-03-03,132.41,136.43,132.41,134.86,4393700,124.73,125.68,4.42,31.20,127.89,71.02,10.01,138.53,3.43,135.67,124.73,113.79,176261000.00,74.25
2021-03-04,134.44,136.30,132.36,134.94,4461700,125.78,126.56,4.61,32.39,129.60,71.11,9.18,122.08,3.47,136.39,125.78,115.16,180722700.00,65.38
2021-03-05,136.82,139.94,134.38,139.34,5048300,126.84,127.78,5.05,34.02,130.96,75.52,14.60,147.87,3.62,138.38,126.84,115.30,185771000.00,67.16
2021-03-08,139.29,143.25,138.76,142.12,4283400,127.97,129.15,5.57,35.92,132.36,77.82,16.95,168.85,3.68,140.77,127.97,115.17,190054400.00,68.44
2021-03-09,140.52,141.00,136.30,137.23,5806100,128.78,129.92,5.52,36.66,134.38,66.05,10.17,116.23,3.83,141.78,128.78,115.79,184248300.00,64.50
2021-03-10,137.80,140.25,137.55,138.79,3049800,129.73,130.76,5.54,37.35,136.15,67.73,7.94,112.52,3.78,142.74,129.73,116.73,187298100.00,68.85
2021-03-11,138.08,139.81,137.26,139.74,3147700,130.66,131.62,5.57,37.87,136.30,68.74,7.89,103.40,3.69,143.75,130.66,117.56,190445800.00,68.90
2021-03-12,141.02,142.47,139.99,140.49,2420100,131.61,132.46,5.58,38.76,137.26,69.55,6.18,117.07,3.62,144.64,131.61,118.58,192865900.00,68.23
2021-03-15,140.01,140.85,138.11,139.02,2586300,132.43,133.09,5.42,38.79,137.26,65.94,7.23,86.73,3.56,145.15,132.43,119.71,190279600.00,62.00
2021-03-16,139.27,139.28,135.08,135.53,4031000,133.03,133.32,4.95,37.68,143.25,58.20,5.94,47.37,3.60,145.14,133.03,120.92,186248600.00,54.33
2021-03-17,136.91,136.97,134.21,136.84,3278500,133.79,133.65,4.63,36.34,143.08,60.09,4.30,33.43,3.54,144.80,133.79,122.79,189527100.00,54.52
2021-03-18,137.60,137.61,134.37,134.85,3173600,134.46,133.77,4.17,35.25,142.73,55.95,2.39,20.49,3.52,143.91,134.46,125.00,186353500.00,54.82
2021-03-19,134.21,134.24,132.16,133.08,5098300,134.88,133.70,3.61,33.47,142.39,52.48,-1.32,-30.56,3.46,143.22,134.88,126.55,181255200.00,47.36
2021-03-22,131.93,133.35,131.28,132.36,2274100,135.07,133.57,3.08,31.52,141.77,51.10,-1.91,-54.60,3.36,142.99,135.07,127.16,178981100.00,42.60
2021-03-23,131.41,131.94,127.80,128.70,4905400,135.03,133.11,2.34,29.86,140.94,44.64,-7.64,-112.74,3.45,143.07,135.03,127.00,174075700.00,34.26
2021-03-24,130.49,132.45,130.15,130.91,2638900,134.96,132.90,1.91,28.15,139.62,48.85,-7.89,-77.59,3.47,143.12,134.96,126.81,176714600.00,40.40
2021-03-25,130.47,134.80,129.34,134.57,2766400,135.21,133.06,1.84,26.43,138.44,54.94,-1.94,-46.91,3.61,143.00,135.21,127.42,179481000.00,37.49
2021-03-26,135.95,136.17,133.40,135.94,2687500,135.61,133.33,1.88,25.22,137.38,57.01,-2.06,-7.72,3.55,142.64,135.61,128.58,182168500.00,35.15
2021-03-29,134.28,135.31,132.70,134.65,2220600,135.78,133.46,1.78,23.85,136.42,54.48,-3.64,-34.76,3.53,142.54,135.78,129.03,179947900.00,38.12
2021-03-30,135.15,136.65,134.88,135.71,2034500,135.98,133.67,1.77,22.98,127.80,56.20,-3.40,-2.85,3.42,142.48,135.98,129.49,181982400.00,36.55
2021-03-31,135.63,135.90,134.09,134.17,2957300,135.95,133.72,1.62,21.88,127.98,53.07,-3.49,-29.92,3.30,142.47,135.95,129.43,179025100.00,29.25
2021-04-01,135.03,137.20,134.90,137.14,2629200,136.06,134.05,1.71,21.25,128.15,57.95,1.19,12.24,3.28,142.58,136.06,129.53,181654300.00,29.46
2021-04-05,139.36,139.90,138.13,138.56,2960100,136.02,134.48,1.89,21.40,128.52,60.08,1.26,74.64,3.25,142.47,136.02,129.57,184614400.00,36.22
2021-04-06,138.48,139.00,136.96,138.64,2851200,135.85,134.87,2.01,21.08,129.20,60.21,2.81,65.61,3.16,141.80,135.85,129.89,187465600.00,37.21
2021-04-07,139.85,140.74,138.23,139.57,2399500,135.96,135.32,2.15,21.23,129.84,61.69,4.88,97.56,3.11,142.11,135.96,129.81,189865100.00,43.94
2021-04-08,139.26,139.60,137.25,139.49,2295600,136.00,135.72,2.23,20.98,130.71,61.46,5.38,77.86,3.06,142.22,136.00,129.78,187569500.00,44.83
2021-04-09,140.60,140.81,139.15,140.19,1783400,136.02,136.14,2.33,21.08,131.51,62.67,8.92,108.47,2.96,142.30,136.02,129.74,189352900.00,53.59
2021-04-12,139.69,140.18,138.89,139.99,1869000,136.00,136.51,2.36,21.06,132.44,62.08,6.93,103.12,2.84,142.20,136.00,129.79,187483900.00,54.01
2021-04-13,139.02,139.07,136.45,138.49,2132100,135.97,136.70,2.24,20.05,133.28,57.64,2.92,60.75,2.89,142.13,135.97,129.81,185351800.00,57.95
2021-04-14,138.32,141.11,138.21,139.85,2141800,136.18,137.00,2.23,19.74,134.03,60.40,2.88,98.19,2.89,142.57,136.18,129.80,187493600.00,57.53
2021-04-15,139.93,140.96,138.02,140.90,2901200,136.39,137.37,2.27,19.37,134.88,62.44,4.64,92.04,2.89,143.09,136.39,129.68,190394800.00,57.88
2021-04-16,142.02,142.72,141.05,142.28,3480000,136.76,137.84,2.40,19.55,135.63,65.00,4.84,123.58,2.82,143.89,136.76,129.63,193874800.00,59.03
2021-04-19,141.53,141.83,140.21,140.91,2259100,137.15,138.13,2.36,19.35,136.62,60.59,5.02,91.03,2.76,144.29,137.15,130.01,191615700.00,58.78
2021-04-20,139.65,139.92,137.09,137.65,2526700,137.41,138.08,2.04,17.97,142.72,51.63,0.37,24.70,2.84,144.21,137.41,130.62,189089000.00,52.25
2021-04-21,136.60,139.81,135.67,139.62,2161700,137.96,138.23,1.92,17.15,142.61,55.88,0.77,21.09,2.93,143.51,137.96,132.41,191250700.00,59.58
2021-04-22,139.99,141.27,138.38,139.60,3247300,138.39,138.36,1.81,15.97,142.33,55.83,0.69,58.25,2.93,142.94,138.39,133.85,188003400.00,60.36
2021-04-23,134.27,137.53,133.45,136.91,6395300,138.51,138.22,1.48,16.20,142.06,49.04,-1.90,-86.77,3.16,142.76,138.51,134.26,181608100.00,47.49
2021-04-26,139.26,143.36,138.08,142.62,4821100,138.85,138.64,1.67,15.38,133.45,60.13,2.24,111.56,3.39,143.28,138.85,134.41,186429200.00,57.17
2021-04-27,142.96,143.13,141.20,142.63,2692100,139.25,139.02,1.79,14.63,133.45,60.16,1.75,140.92,3.29,143.53,139.25,134.96,189121300.00,57.54
2021-04-28,142.94,145.58,141.76,144.70,2584500,139.70,139.56,2.04,14.53,133.65,63.50,3.37,187.80,3.33,144.28,139.70,135.11,191705800.00,63.49
2021-04-29,145.95,147.11,144.28,146.69,2636000,140.32,140.24,2.36,14.79,134.13,66.40,5.92,233.71,3.29,145.13,140.32,135.51,194341800.00,64.33
2021-04-30,145.71,146.13,144.65,145.47,2712700,140.74,140.74,2.49,15.03,134.91,63.09,4.02,171.87,3.20,145.81,140.74,135.67,191629100.00,62.90
2021-05-03,146.65,148.03,146.10,146.85,2726200,141.15,141.32,2.68,15.70,135.64,65.21,4.22,180.57,3.16,146.77,141.15,135.54,194355300.00,68.37
2021-05-04,146.54,147.74,144.99,146.59,3025100,141.55,141.82,2.77,15.92,136.63,64.47,3.03,139.45,3.13,147.51,141.55,135.59,191330200.00,62.01
2021-05-05,146.91,148.68,146.39,148.36,3001600,141.99,142.44,2.95,16.35,137.54,67.23,5.28,146.47,3.07,148.57,141.99,135.41,194331800.00,62.23
2021-05-06,148.80,149.42,146.11,148.82,2798800,142.46,143.05,3.10,16.93,138.66,67.94,8.12,131.70,3.08,149.56,142.46,135.35,197130600.00,61.75
2021-05-07,147.62,151.08,147.36,150.81,2617800,142.99,143.79,3.34,17.87,139.95,70.85,8.02,140.45,3.13,150.88,142.99,135.09,199748400.00,67.27
2021-05-10,151.54,152.43,150.36,150.53,2987600,143.51,144.43,3.47,19.03,141.51,69.87,7.83,141.60,3.05,151.93,143.51,135.10,196760800.00,73.26
2021-05-11,148.42,149.68,145.76,146.50,3900100,143.91,144.63,3.20,18.39,143.25,57.75,7.00,66.92,3.18,152.09,143.91,135.74,192860700.00,65.74
2021-05-12,146.77,147.89,144.26,144.48,3487400,144.15,144.61,2.80,17.32,152.43,52.81,1.30,30.97,3.21,152.11,144.15,136.18,189373300.00,58.45
2021-05-13,144.58,146.86,144.01,146.16,2269700,144.41,144.76,2.59,16.26,152.27,56.18,2.47,29.40,3.18,152.27,144.41,136.55,191643000.00,68.91
2021-05-14,147.41,149.83,146.59,149.08,1892700,144.75,145.17,2.62,16.10,151.94,61.32,3.02,76.72,3.22,152.80,144.75,136.70,193535700.00,66.75
2021-05-17,148.98,149.29,147.87,148.80,1541400,145.14,145.52,2.60,15.95,151.62,60.60,1.44,74.14,3.09,153.18,145.14,137.11,191994300.00,65.84
2021-05-18,149.28,150.17,146.90,147.03,2417800,145.61,145.66,2.41,15.46,151.32,56.01,1.07,58.74,3.10,152.90,145.61,138.32,189576500.00,59.37
2021-05-19,144.26,146.83,143.93,146.78,3526800,145.97,145.77,2.21,14.68,151.03,55.39,-0.05,2.94,3.10,152.73,145.97,139.21,186049700.00,51.32
2021-05-20,147.48,148.22,146.02,147.54,3031100,146.37,145.94,2.09,13.75,150.60,56.98,0.65,33.77,3.04,152.49,146.37,140.25,189080800.00,58.57
2021-05-21,148.65,150.65,148.32,148.81,3424100,146.96,146.21,2.08,13.59,143.93,59.59,0.31,90.61,3.04,151.36,146.96,142.56,192504900.00,59.35
2021-05-24,149.60,150.75,148.89,150.49,1956900,147.36,146.62,2.18,13.47,144.06,62.80,1.12,114.01,2.96,151.53,147.36,143.18,194461800.00,66.00
2021-05-25,150.90,151.86,149.64,149.89,2484200,147.72,146.93,2.18,13.67,144.33,60.95,-0.61,121.72,2.91,151.43,147.72,144.01,191977600.00,65.58
2021-05-26,150.03,151.19,149.28,150.43,3731600,148.00,147.26,2.20,13.72,144.78,62.04,-0.06,105.94,2.84,151.62,148.00,144.39,195709200.00,56.82
2021-05-27,151.76,152.05,150.69,151.53,2828400,148.25,147.67,2.28,14.02,145.20,64.23,3.44,136.86,2.75,152.12,148.25,144.38,198537600.00,57.08
2021-05-28,152.03,152.39,150.70,151.90,2436400,148.57,148.07,2.35,14.41,145.75,64.97,5.14,130.73,2.68,152.53,148.57,144.61,200974000.00,56.47
2021-06-01,154.16,155.68,153.25,155.35,3827800,148.99,148.77,2.65,15.67,146.41,70.94,6.28,209.06,2.75,153.85,148.99,144.14,204801800.00,66.52
2021-06-02,156.15,157.18,154.93,155.69,3384600,149.45,149.43,2.88,17.18,147.53,71.46,4.44,207.35,2.72,154.98,149.45,143.92,208186400.00,75.36
2021-06-03,155.27,156.92,154.45,156.07,2454800,149.83,150.06,3.06,18.35,148.88,72.05,4.88,171.03,2.70,156.04,149.83,143.63,210641200.00,69.06
2021-06-04,156.52,157.22,154.93,156.52,3239300,150.22,150.67,3.20,19.51,150.04,72.79,6.46,154.48,2.67,157.05,150.22,143.39,213880500.00,70.20
2021-06-07,157.12,158.09,156.87,157.40,2516400,150.55,151.31,3.35,20.81,151.19,74.19,7.23,153.77,2.59,158.06,150.55,143.04,216396900.00,71.00
2021-06-08,156.39,158.55,155.22,157.96,2486300,150.92,151.95,3.47,21.16,152.43,75.08,7.06,126.64,2.64,159.10,150.92,142.74,218883200.00,70.63
2021-06-09,156.78,157.60,155.38,155.66,2700100,151.38,152.30,3.34,21.47,153.65,65.18,4.60,93.64,2.64,159.54,151.38,143.22,216183100.00,71.68
2021-06-10,156.69,156.72,153.79,153.90,3024500,151.85,152.45,3.06,20.97,158.55,58.76,2.26,58.93,2.66,159.43,151.85,144.27,213158600.00,64.26
2021-06-11,154.63,156.09,154.16,156.06,1630100,152.34,152.80,2.98,20.49,158.46,63.50,4.11,63.10,2.63,159.66,152.34,145.03,214788700.00,62.71
2021-06-14,155.86,156.41,154.73,155.39,2125700,152.66,153.04,2.83,20.18,158.36,61.18,3.30,58.08,2.56,159.93,152.66,145.39,212663000.00,62.94
2021-06-15,155.51,158.33,155.38,157.73,3726100,153.11,153.49,2.86,20.59,153.79,65.90,4.09,82.72,2.59,160.47,153.11,145.74,216389100.00,64.20
2021-06-16,157.26,158.09,155.83,156.22,3281300,153.57,153.75,2.74,20.97,153.88,60.76,2.84,68.42,2.56,160.49,153.57,146.64,213107800.00,64.69
2021-06-17,157.44,157.47,152.28,153.80,4194400,153.92,153.75,2.41,19.52,158.33,53.53,-1.00,15.07,2.75,160.10,153.92,147.73,208913400.00,55.76
2021-06-18,150.55,151.47,149.17,150.04,6900200,154.04,153.40,1.83,19.22,158.20,44.65,-3.63,-102.05,2.88,159.79,154.04,148.29,202013200.00,45.25
2021-06-21,151.86,156.72,150.95,156.43,3681400,154.42,153.69,1.87,18.60,157.84,57.54,0.23,11.35,3.16,159.73,154.42,149.12,205694600.00,45.07
2021-06-22,155.02,156.75,154.11,156.05,2697600,154.70,153.91,1.84,18.03,157.50,56.70,-0.30,35.97,3.12,159.73,154.70,149.67,202997000.00,44.21
2021-06-23,156.55,158.29,156.32,157.49,2327600,155.08,154.25,1.92,17.96,149.17,59.15,0.06,93.32,3.06,159.73,155.08,150.43,205324600.00,49.62
2021-06-24,158.48,159.92,157.86,159.57,2417100,155.54,154.76,2.12,18.33,149.35,62.45,1.02,158.30,3.01,160.06,155.54,151.01,207741700.00,48.72
2021-06-25,159.80,161.65,159.80,160.74,9186000,156.00,155.33,2.35,19.11,149.78,64.22,3.27,209.04,2.94,160.67,156.00,151.32,216927700.00,55.76
2021-06-28,159.96,160.17,154.82,156.31,3433400,156.22,155.42,2.15,18.02,150.49,53.94,1.57,46.20,3.16,160.50,156.22,151.94,213494300.00,54.73
2021-06-29,157.06,157.77,154.84,155.81,2785900,156.24,155.46,1.93,17.02,151.16,52.90,-0.16,-2.92,3.14,160.51,156.24,151.97,210708400.00,54.64
2021-06-30,155.29,157.62,155.29,156.74,2331800,156.29,155.58,1.80,16.08,151.79,54.64,0.87,15.94,3.08,160.56,156.29,152.03,213040200.00,59.96
2021-07-01,157.55,159.19,156.64,158.78,2685900,156.43,155.89,1.85,15.70,152.38,58.26,0.66,87.34,3.05,160.83,156.43,152.03,215726100.00,60.80
2021-07-02,159.50,160.72,158.84,160.26,2028700,156.62,156.30,1.98,15.79,152.94,60.72,2.59,144.96,2.97,161.32,156.62,151.91,217754800.00,60.77
2021-07-06,164.10,164.10,159.59,161.27,4688100,156.81,156.78,2.15,16.73,153.46,62.35,4.86,184.11,3.08,161.93,156.81,151.69,222442900.00,61.59
2021-07-07,161.31,166.21,161.10,162.62,3998900,157.04,157.33,2.36,18.04,154.31,64.47,8.38,197.70,3.22,162.74,157.04,151.35,226441800.00,68.35
2021-07-08,158.79,161.72,157.49,159.31,4628400,157.23,157.52,2.23,17.92,155.50,56.12,1.84,69.16,3.36,162.97,157.23,151.48,221813400.00,67.62
2021-07-09,161.69,163.88,160.94,163.53,3175200,157.71,158.09,2.44,18.30,156.57,62.75,4.80,141.66,3.45,163.85,157.71,151.56,224988600.00,78.52
2021-07-12,161.75,165.59,161.57,165.11,3154100,158.16,158.76,2.71,19.01,157.49,64.88,4.84,149.71,3.49,165.04,158.16,151.28,228142700.00,78.37
2021-07-13,165.49,166.19,163.99,164.18,2675000,158.60,159.28,2.81,19.79,158.36,62.60,2.89,142.70,3.39,165.83,158.60,151.37,225467700.00,78.43
2021-07-14,164.41,166.01,162.65,164.08,3123100,158.92,159.74,2.85,20.01,159.15,62.36,2.08,113.88,3.39,166.52,158.92,151.32,222344600.00,72.48
2021-07-15,162.77,164.79,162.73,164.40,3448200,159.33,160.18,2.88,20.21,159.86,62.87,5.17,96.60,3.30,167.18,159.33,151.47,225792800.00,66.24
2021-07-16,165.24,165.29,161.25,161.70,4359800,159.72,160.32,2.65,19.83,160.49,55.88,3.78,64.98,3.35,167.21,159.72,152.24,221433000.00,53.33
2021-07-19,157.55,158.24,153.58,154.85,6739800,159.96,159.80,1.89,19.55,166.21,42.87,-1.21,-99.33,3.69,166.43,159.96,153.49,214693200.00,49.94
2021-07-20,154.97,161.29,154.62,160.61,4243700,160.17,159.88,1.74,18.44,165.96,52.83,1.16,-31.13,3.90,166.43,160.17,153.91,218936900.00,56.67
2021-07-21,162.39,165.13,161.44,164.07,3384500,160.57,160.28,1.87,17.75,165.71,57.61,2.38,75.65,3.95,166.76,160.57,154.39,222321400.00,57.64
2021-07-22,163.83,164.74,160.78,162.54,3335900,160.82,160.49,1.83,16.93,165.47,54.95,0.79,48.91,3.95,166.90,160.82,154.75,218985500.00,51.88
2021-07-23,167.90,170.88,164.49,164.71,6326600,161.08,160.90,1.96,17.39,153.58,57.91,1.29,132.78,4.26,167.35,161.08,154.81,225312100.00,55.66
2021-07-26,164.78,166.85,163.87,164.17,3115900,161.25,161.21,1.99,17.64,153.93,56.90,3.05,82.46,4.17,167.66,161.25,154.84,222196200.00,48.78
2021-07-27,162.12,166.56,161.65,164.48,7922600,161.66,161.52,2.01,17.28,154.27,57.36,0.58,61.01,4.22,167.79,161.66,155.53,230118800.00,38.78
2021-07-28,164.54,164.97,161.41,161.71,7961700,161.96,161.54,1.79,16.88,154.60,52.06,-2.06,17.82,4.17,167.47,161.96,156.44,222157100.00,36.67
2021-07-29,163.01,165.32,162.64,163.54,3186900,162.30,161.73,1.74,16.58,154.93,55.02,-0.39,45.49,4.13,167.30,162.30,157.29,225344000.00,36.70
2021-07-30,163.89,164.77,161.52,162.19,3441900,162.47,161.77,1.58,15.97,155.25,52.45,-1.15,6.73,4.07,167.20,162.47,157.73,221902100.00,31.52
2021-08-02,162.77,164.88,160.51,160.99,2895700,162.50,161.70,1.33,15.11,155.56,50.21,-2.07,-25.80,4.09,167.18,162.50,157.82,219006400.00,27.16
2021-08-03,161.45,161.96,157.22,160.77,3642000,162.48,161.61,1.11,14.64,155.86,49.79,-0.57,-103.32,4.14,167.19,162.48,157.77,215364400.00,26.98
2021-08-04,160.07,162.11,159.14,159.84,3544400,162.34,161.44,0.85,14.15,156.17,47.96,3.22,-76.84,4.06,167.19,162.34,157.49,211820000.00,32.44
2021-08-05,160.41,162.19,160.09,161.33,2535400,162.44,161.43,0.75,13.67,156.46,51.07,0.45,-53.26,3.93,167.11,162.44,157.77,214355400.00,37.46
2021-08-06,162.19,164.40,161.44,162.98,2828700,162.41,161.58,0.80,12.85,156.75,54.30,-0.67,12.18,3.87,167.06,162.41,157.76,217184100.00,44.62
2021-08-09,162.02,162.75,160.54,162.43,2560200,162.28,161.66,0.78,12.05,157.03,53.04,-0.07,-22.85,3.77,166.76,162.28,157.80,214623900.00,38.58
2021-08-10,162.38,163.30,160.43,161.20,3389500,162.13,161.62,0.66,11.25,157.31,50.23,-2.13,-27.37,3.71,166.55,162.13,157.71,211234400.00,32.62
