Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-07-01,53.51622514043252,54.185620244995995,53.348878044247236,53.45457077026367,4166500,0.0,0.0
2016-07-05,53.04060227660441,53.19033334741148,51.93081697569518,52.098167419433594,4911800,0.0,0.0
2016-07-06,51.745851324289355,52.60901576021161,51.30546110025285,52.38882064819336,5484400,0.0,0.0
2016-07-07,52.38882233636025,53.13748775729361,52.30074563267909,52.679481506347656,5077400,0.0,0.0
2016-07-08,53.44577658261927,54.25609326598415,53.331274143478765,54.159210205078125,5768400,0.0,0.0
2016-07-11,54.56436166937836,55.013558320293676,54.4850912768743,54.749324798583984,3414400,0.0,0.0
2016-07-12,55.16327086172949,55.77981774071564,55.16327086172949,55.489158630371094,4531900,0.0,0.0
2016-07-13,55.471558708961915,55.79744657211655,55.17209318717056,55.57725143432617,3887600,0.0,0.0
2016-07-14,56.07048564849506,56.36995114836719,55.850290526821745,56.02644729614258,4417200,0.0,0.0
2016-07-15,56.32590858250888,56.46683331544137,55.762209650778914,56.17617416381836,3675600,0.0,0.0
2016-07-18,56.334723133007046,56.47565124642516,55.96479691501796,56.361148834228516,3260000,0.0,0.0
2016-07-19,56.09690446408053,56.519678667946536,55.929557391689,56.5108757019043,3840500,0.0,0.0
2016-07-20,56.62537798218468,57.0745779094598,55.9295605951732,56.792728424072266,8315800,0.0,0.0
2016-07-21,56.19379632838958,56.704647281239225,55.38347986527945,55.8679084777832,9498600,0.0,0.0
2016-07-22,55.84148133496285,56.669410380492735,55.81505563697859,56.6165657043457,4063400,0.0,0.0
2016-07-25,56.5461044352666,56.739877217090786,56.40518305200835,56.66061019897461,3060300,0.0,0.0
2016-07-26,56.74868742214702,56.85438350042309,56.35233552838912,56.69584274291992,2745900,0.0,0.0
2016-07-27,56.607768385857696,57.19789651765518,56.55492369816533,56.889617919921875,3168500,0.0,0.0
2016-07-28,56.68703710250953,57.224313779073,56.422800247870256,57.065773010253906,3044000,0.0,0.0
2016-07-29,56.986493768829426,57.02172579403755,56.51968119450968,56.775108337402344,3732700,0.0,0.0
2016-08-01,56.801528976812214,57.02172408790837,56.33471641645983,56.48444747924805,2913900,0.0,0.0
2016-08-02,56.33472928591443,56.56373413531973,55.665337473622856,55.90314865112305,2531000,0.0,0.0
2016-08-03,55.929559492422364,56.387562377213584,55.9031371536604,56.220218658447266,3034500,0.0,0.0
2016-08-04,56.26426728182239,56.38757267186029,55.93837603134321,56.31711196899414,3680000,0.0,0.0
2016-08-05,56.8455940657759,57.87610599676605,56.67824356217391,57.70875549316406,4863800,0.0,0.0
2016-08-08,57.981788635253906,58.35171487529075,57.78801582766621,57.981788635253906,3253700,0.0,0.0
2016-08-09,57.98178770490427,58.14032847949372,57.40046929146877,57.594242095947266,3701600,0.0,0.0
2016-08-10,57.629461509075064,57.69111586792733,56.88079951734863,57.02172088623047,2883000,0.0,0.0
2016-08-11,57.25072253788044,57.832040792240576,57.15383616215375,57.673500061035156,2450100,0.0,0.0
2016-08-12,57.39166406822328,57.69993591785838,57.259545641287566,57.58543014526367,2103800,0.0,0.0
2016-08-15,57.488555756661434,57.97298785002008,57.488555756661434,57.80563735961914,3136700,0.0,0.0
2016-08-16,57.788020172935866,57.84086486267964,57.49736093969871,57.51498031616211,2805600,0.0,0.0
2016-08-17,57.603033923732106,57.999382377407805,57.32998745670479,57.84965133666992,3054500,0.0,0.0
2016-08-18,57.70875094094741,57.93775581415548,57.488555756661434,57.80563735961914,2807500,0.0,0.0
2016-08-19,57.66471131011003,57.84967444369362,57.31239769955038,57.71755599975586,2783200,0.0,0.0
2016-08-22,57.71755259439666,57.72636228209226,57.21550791291254,57.56782150268555,3230700,0.0,0.0
2016-08-23,57.89369304033189,58.37811818151103,57.84965133666992,57.84965133666992,3551700,0.0,0.0
2016-08-24,57.9993927391806,58.23720722972873,57.294772393449996,57.391658782958984,4128200,0.0,0.0
2016-08-25,57.25072479248047,57.38284319365809,57.03933938248889,57.25072479248047,4243800,0.0,0.0
2016-08-26,57.48854391388992,57.68231671131574,56.82795849711408,57.065773010253906,3623600,0.0,0.0
2016-08-29,57.2507524304432,57.92895069481961,57.074598957048465,57.70875549316406,4173800,0.0,0.0
2016-08-30,57.92893661800426,58.10509676841609,57.338815233725555,57.64708709716797,3775800,0.0,0.0
2016-08-31,57.66472169543073,57.8849169017094,57.12744485452481,57.7616081237793,4783600,0.0,0.0
2016-09-01,57.735166868121865,57.81443389090953,56.739880560973134,57.12742614746094,3657700,0.0,0.0
2016-09-02,57.30358123183201,57.84085791241084,57.127427807304244,57.418087005615234,3131700,0.0,0.0
2016-09-06,57.39166846959815,57.92893846598131,57.294782063736555,57.920135498046875,3956400,0.0,0.0
2016-09-07,57.682319634540185,58.30767305440095,57.52377885768656,58.29887008666992,3200700,0.0,0.0
2016-09-08,58.26364373036657,58.7568787642466,58.17556700571989,58.34291076660156,4078900,0.0,0.0
2016-09-09,57.90251352808032,58.149131015651285,57.3564338684082,57.3564338684082,5144900,0.0,0.0
2016-09-12,57.00410543000415,58.21077021099562,56.49325121332561,58.043426513671875,4923200,0.0,0.0
2016-09-13,57.44450638907559,57.53258309680376,56.40518511031021,56.687034606933594,5620300,0.0,0.0
2016-09-14,56.687044721070876,56.687044721070876,55.788648030324694,55.911956787109375,5403300,0.0,0.0
2016-09-15,55.841482789941935,56.51968079084506,55.71817070259418,56.220218658447266,4634300,0.0,0.0
2016-09-16,55.81505702063181,56.325911302122094,55.6300939297105,56.07048416137695,10475800,0.0,0.0
2016-09-19,56.33471763965445,56.8808039461658,56.07929049885825,56.422794342041016,3388600,0.0,0.0
2016-09-20,56.82795332584285,56.93364940204482,56.1057169645946,56.12333297729492,2927600,0.0,0.0
2016-09-21,56.361141929843335,56.81033847664679,56.12333080744948,56.6165657043457,3849300,0.0,0.0
2016-09-22,56.6782253629784,57.32119810207881,56.660612709224,56.924842834472656,3213700,0.0,0.0
2016-09-23,56.81914944575377,57.100998924605385,56.18498643838224,56.237831115722656,5083900,0.0,0.0
2016-09-26,55.8767125399199,56.484449862621,55.35705192140938,55.85909652709961,6946600,0.0,0.0
2016-09-27,56.30829389378556,56.73987442856976,56.00002208322542,56.6165657043457,3916300,0.0,0.0
2016-09-28,56.60776714605501,56.810349644143756,56.13214816768321,56.5637321472168,3580100,0.0,0.0
2016-09-29,56.55491928573508,57.083386280896406,55.45394357922297,55.8150634765625,4132500,0.0,0.0
2016-09-30,56.176177081910424,56.69584105148704,56.0440620278732,56.405181884765625,4307000,0.0,0.0
2016-10-03,56.22023366244326,56.41400649150709,55.96480645320672,56.20261764526367,2770000,0.0,0.0
2016-10-04,56.229033188321566,56.70465215498194,56.114530770462906,56.290687561035156,3709400,0.0,0.0
2016-10-05,56.450029528736515,57.12278987661756,56.37921087273884,56.97230529785156,3345000,0.32,0.0
2016-10-06,56.26412525330435,56.37034984090583,54.670739555188405,54.830078125,7975900,0.0,0.0
2016-10-07,54.9805762192606,55.122210154524886,54.422891121798976,54.67074966430664,4217400,0.0,0.0
2016-10-10,55.0159847808911,55.3169573112375,54.768122865016856,54.794681549072266,2522900,0.0,0.0
2016-10-11,54.46714879339369,54.61763674271814,53.59964055443036,53.87405776977539,3926500,0.0,0.0
2016-10-12,53.83863893572868,54.042237462068336,53.62618976773019,53.72356033325195,3293800,0.0,0.0
2016-10-13,53.31637703170291,53.608498934066965,52.67017196574489,53.47571563720703,4220500,0.0,0.0
2016-10-14,54.00682450731175,54.175017078878604,53.20128109782242,53.24554443359375,4963800,0.0,0.0
2016-10-17,53.35177015659294,53.48455003630417,52.91801444517187,53.02424240112305,3903900,0.0,0.0
2016-10-18,53.573086218379935,53.61734618892913,53.00655049098392,53.18359375,3416600,0.0,0.0
2016-10-19,53.48454452295103,54.599914307733144,53.35176465692716,54.21927261352539,7888500,0.0,0.0
2016-10-20,57.83980472440195,59.999726252529754,57.31753238151361,59.1145133972168,25870700,0.0,0.0
2016-10-21,58.822390392447744,59.831532487627726,58.778133802723914,59.62793731689453,8561200,0.0,0.0
2016-10-24,59.92005288032168,60.13250204813908,59.37121854701968,59.388919830322266,5174000,0.0,0.0
2016-10-25,59.247301810142424,59.64564492809526,58.96403394204206,59.07910919189453,3882300,0.0,0.0
2016-10-26,58.866650867272526,59.37122189027507,58.54797372078274,59.13221740722656,3621800,0.0,0.0
2016-10-27,59.30925618932206,59.504004081271994,58.804685175468855,59.247291564941406,4751300,0.0,0.0
2016-10-28,59.442044560658026,59.50400919035904,58.68961498467767,58.822391510009766,4994500,0.0,0.0
2016-10-31,59.14106604541813,59.15877408376621,58.69845963764548,58.795833587646484,3233400,0.0,0.0
2016-11-01,59.10566296571479,59.14107229251345,58.185047483503965,58.645355224609375,3761600,0.0,0.0
2016-11-02,58.211603980015916,58.45060849874382,57.66276953387665,57.93718338012695,3659000,0.0,0.0
2016-11-03,58.00800302175001,58.21160497005695,57.57425057109112,57.830963134765625,3796500,0.0,0.0
2016-11-04,57.981429948336505,58.49485491837016,57.565378912400156,57.99028396606445,3429900,0.0,0.0
2016-11-07,59.17647043064735,59.60137551825462,58.99943058376605,59.30925369262695,4012100,0.0,0.0
2016-11-08,59.12337253872372,59.53942369734597,58.698467359762645,59.37123107910156,3956000,0.0,0.0
2016-11-09,59.45091300767206,61.079701814306475,59.362386297783,60.849544525146484,9319100,0.0,0.0
2016-11-10,61.29212600161687,62.31897598448708,61.12394017959551,62.06226348876953,9418700,0.0,0.0
2016-11-11,61.93834331217024,62.487170949018505,61.65507547435366,62.40750503540039,4656100,0.0,0.0
2016-11-14,62.673068662534405,64.33726628781848,62.522577354439505,64.10710906982422,8084100,0.0,0.0
2016-11-15,63.850436911055525,64.16026698844334,63.062597564826625,64.15141296386719,4431200,0.0,0.0
2016-11-16,63.69106138088179,64.08941121259278,63.09797039667965,63.452056884765625,4663700,0.0,0.0
2016-11-17,63.16877778364971,63.73531336213328,63.133368465789886,63.540565490722656,3797400,0.0,0.0
2016-11-18,63.31927464917486,63.38123927908641,62.64651098610787,62.85011291503906,5430600,0.0,0.0
2016-11-21,63.124530687729816,63.44320787681633,62.81470751879531,63.32813262939453,3368200,0.0,0.0
2016-11-22,63.57600393665908,63.62911456096364,62.735054201517094,63.487483978271484,4086200,0.0,0.0
2016-11-23,63.682217223210166,64.54972207004126,63.30157541182638,64.51431274414062,4661400,0.0,0.0
2016-11-25,64.59397886737909,64.77987274428295,64.14251844996248,64.4966049194336,1900400,0.0,0.0
2016-11-28,64.20447015676895,64.41691929424884,63.7087532514371,63.85038375854492,4467700,0.0,0.0
2016-11-29,63.912355658762095,63.965473014415544,63.19533551699278,63.28385543823242,3814800,0.0,0.0
